numCommande;nomClient;numTelClient;mailClient;adresseClient;codePostalClient;villeClient;dateCommande;datePaiement;dateRealisation;nomDestinataire;numTelDestinataire;adresseDestinataire;codePostalDestinataire;villeDestinataire;dateLivraisonEffective
378;Boutique Parfum Secret;"0662111918";parfum_secret@orange.fr;31, Boulevard du Maréchal Koenig;69340;Francheville;30/09/2024;03/10/2024;17/10/2024;Boutique Parfum Secret;"0662111918";31, Boulevard du Maréchal Koenig;69340;Francheville;22/10/2024
379;Rochet;"0669381286";rochet@laposte.net;1, Rue Saint-Sauveur;69003;Lyon 3eme;02/10/2024;04/10/2024;15/10/2024;Guitton;"0788433940";50, Boulevard des Gaulois;69330;Meyzieu;16/10/2024
380;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;03/10/2024;03/10/2024;07/10/2024;;"";;;;
381;Boutique Coin Précieux;"0785431549";coin_précieux@yahoo.com;4, Avenue de Friedland;69003;Lyon 3eme;07/10/2024;08/10/2024;17/10/2024;Boutique Coin Précieux;"0785431549";4, Avenue de Friedland;69003;Lyon 3eme;22/10/2024
382;Petit;"0688609527";petit@hotmail.com;12, Boulevard de la Gare;69680;Chassieu;07/10/2024;11/10/2024;16/10/2024;Castel;"0654645684";12, Rue du Commerce;69003;Lyon 3eme;17/10/2024
383;Boutique Tendance et Cie;"0766092349";tendance_et_cie@free.fr;4, Boulevard de Verdun;69280;Marcy-l'Étoile;07/10/2024;18/10/2024;25/10/2024;Boutique Tendance et Cie;"0766092349";4, Boulevard de Verdun;69280;Marcy-l'Étoile;25/10/2024
384;Leblanc;"0711308496";leblanc@orange.fr;50, Avenue du Général Leclerc;69390;Vernaison;07/10/2024;21/10/2024;05/11/2024;Leblanc;"0711308496";50, Avenue du Général Leclerc;69390;Vernaison;06/11/2024
385;Renaud;"0658743912";renaud@outlook.com;37, Rue de la Convention;69570;Dardilly;10/10/2024;14/10/2024;15/10/2024;Olivier;"0652790453";50, Rue des Colibris;69730;Genay;15/10/2024
386;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@orange.fr;6, Rue du Château;69890;La Tour-de-Salvagny;10/10/2024;18/10/2024;30/10/2024;;"";;;;
387;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;10/10/2024;21/10/2024;24/10/2024;Boutique Fabrique de Rêves;"0648624826";25, Rue de l'Église;69007;Lyon 7eme;25/10/2024
388;Boutin;"0641072522";boutin@orange.fr;13, Rue des Hirondelles;69004;Lyon 4eme;11/10/2024;16/10/2024;22/10/2024;Boutin;"0641072522";13, Rue des Hirondelles;69004;Lyon 4eme;22/10/2024
389;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;14/10/2024;14/10/2024;22/10/2024;Boutique Magasin Secret;"0755521343";28, Rue du Marché;69570;Dardilly;23/10/2024
390;Ziegler;"0792431240";ziegler@sfr.fr;21, Avenue de Lowendal;69003;Lyon 3eme;14/10/2024;17/10/2024;18/10/2024;Vallée;"0620818268";38, Rue des Instituteurs;69360;Solaize;23/10/2024
391;Mathieu;"0729520448";mathieu@icloud.com;32, Avenue de Lowendal;69680;Chassieu;15/10/2024;21/10/2024;30/10/2024;Mathieu;"0729520448";32, Avenue de Lowendal;69680;Chassieu;31/10/2024
392;Restaurant Table Enchantée;"0720276574";table_enchantée@orange.fr;45, Rue Saint-Jacques;69270;Fontaines-sur-Saône;15/10/2024;22/10/2024;23/10/2024;;"";;;;
393;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;48, Rue de la Chapelle;69002;Lyon 2eme;15/10/2024;25/10/2024;06/11/2024;;"";;;;
394;Restaurant Comptoir du Terroir;"0616248133";comptoir_du_terroir@protonmail.com;44, Rue Saint-Michel;69340;Francheville;15/10/2024;29/10/2024;04/11/2024;;"";;;;
395;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@free.fr;20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;17/10/2024;18/10/2024;21/10/2024;Boutique Atelier de Luxe;"0665727410";20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;24/10/2024
396;Boutique Bazar et Création;"0759759346";bazar_et_création@laposte.net;7, Rue du Pont;69760;Limonest;17/10/2024;24/10/2024;28/10/2024;Boutique Bazar et Création;"0759759346";7, Rue du Pont;69760;Limonest;30/10/2024
397;Guerin;"0756352637";guerin@icloud.com;15, Rue de la Solidarité;69001;Lyon 1er;17/10/2024;28/10/2024;06/11/2024;Guerin;"0756352637";15, Rue de la Solidarité;69001;Lyon 1er;12/11/2024
398;Rogers;"0642236192";rogers@bbox.fr;29, Rue Saint-Sulpice;69390;Vernaison;21/10/2024;21/10/2024;25/10/2024;Blanc;"0692609392";38, Avenue de Nice;69500;Bron;28/10/2024
399;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;11, Rue des Canards;69002;Lyon 2eme;22/10/2024;;;;"";;;;
400;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@free.fr;30, Boulevard des Corses;69006;Lyon 6eme;22/10/2024;25/10/2024;30/10/2024;Boutique Éclat et Élégance;"0735456380";30, Boulevard des Corses;69006;Lyon 6eme;30/10/2024
401;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@orange.fr;6, Rue du Château;69890;La Tour-de-Salvagny;22/10/2024;06/11/2024;18/11/2024;Boutique Comptoir de Mode;"0660162941";6, Rue du Château;69890;La Tour-de-Salvagny;21/11/2024
402;Mallet;"0764950337";mallet@outlook.com;49, Avenue de la Motte-Picquet;69200;Vénissieux;23/10/2024;06/11/2024;07/11/2024;Mallet;"0764950337";49, Avenue de la Motte-Picquet;69200;Vénissieux;12/11/2024
403;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@free.fr;20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;25/10/2024;31/10/2024;18/11/2024;Boutique Atelier de Luxe;"0665727410";20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;18/11/2024
404;Serrano;"0746767520";serrano@bbox.fr;42, Boulevard de Verdun;69150;Décines-Charpieu;28/10/2024;08/11/2024;22/11/2024;Serrano;"0746767520";42, Boulevard de Verdun;69150;Décines-Charpieu;26/11/2024
405;Delarue;"0651458072";delarue@protonmail.com;3, Rue des Métiers;69320;Feyzin;30/10/2024;31/10/2024;13/11/2024;Martin;"0635242367";49, Rue du Marché;69570;Dardilly;15/11/2024
406;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@free.fr;30, Boulevard des Corses;69006;Lyon 6eme;30/10/2024;13/11/2024;27/11/2024;Boutique Éclat et Élégance;"0735456380";30, Boulevard des Corses;69006;Lyon 6eme;29/11/2024
407;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@free.fr;20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;30/10/2024;15/11/2024;22/11/2024;Boutique Atelier de Luxe;"0665727410";20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;22/11/2024
408;Mottet;"0672745223";mottet@protonmail.com;20, Rue de la Solidarité;69160;Tassin-la-Demi-Lune;31/10/2024;05/11/2024;19/11/2024;Mottet;"0672745223";20, Rue de la Solidarité;69160;Tassin-la-Demi-Lune;20/11/2024
409;Joly;"0644846114";joly@protonmail.com;14, Avenue de Wagram;69580;Sathonay-Village;31/10/2024;07/11/2024;18/11/2024;;"";;;;
410;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;11, Rue des Canards;69002;Lyon 2eme;04/11/2024;19/11/2024;22/11/2024;Boutique Perle Rare;"0668612082";11, Rue des Canards;69002;Lyon 2eme;25/11/2024
411;Roussel;"0612584833";roussel@laposte.net;36, Avenue de Saxe;69520;Grigny-sur-Rhône;05/11/2024;06/11/2024;18/11/2024;;"";;;;
412;Boutique Coin Précieux;"0785431549";coin_précieux@yahoo.com;4, Avenue de Friedland;69003;Lyon 3eme;05/11/2024;15/11/2024;20/11/2024;;"";;;;
413;Picard;"0735607975";picard@outlook.com;25, Rue Saint-Honoré;69890;La Tour-de-Salvagny;07/11/2024;22/11/2024;28/11/2024;;"";;;;
414;Olivier;"0652790453";olivier@hotmail.com;50, Rue des Colibris;69730;Genay;08/11/2024;20/11/2024;27/11/2024;;"";;;;
415;Deschamps;"0696182788";deschamps@icloud.com;35, Rue de la Solidarité;69450;Saint-Cyr-au-Mont-d'Or;08/11/2024;22/11/2024;29/11/2024;Deschamps;"0696182788";35, Rue de la Solidarité;69450;Saint-Cyr-au-Mont-d'Or;29/11/2024
416;Jacquet;"0796799393";jacquet@laposte.net;42, Boulevard des Espagnols;69290;Craponne;12/11/2024;12/11/2024;14/11/2024;Masson;"0641892925";50, Avenue de Nantes;69270;Fontaines-sur-Saône;14/11/2024
417;Pires;"0652306693";pires@bbox.fr;42, Boulevard des Vosges;69780;Mions;14/11/2024;18/11/2024;28/11/2024;Rey;"0742332157";5, Boulevard de la Gare;69260;Charbonnières-les-Bains;29/11/2024
418;Rochet;"0669381286";rochet@laposte.net;1, Rue Saint-Sauveur;69003;Lyon 3eme;15/11/2024;27/11/2024;29/11/2024;;"";;;;
419;Restaurant Comptoir du Terroir;"0616248133";comptoir_du_terroir@protonmail.com;44, Rue Saint-Michel;69340;Francheville;19/11/2024;21/11/2024;22/11/2024;;"";;;;
420;Picard;"0735607975";picard@outlook.com;25, Rue Saint-Honoré;69890;La Tour-de-Salvagny;20/11/2024;28/11/2024;29/11/2024;Picard;"0735607975";25, Rue Saint-Honoré;69890;La Tour-de-Salvagny;29/11/2024
421;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;21/11/2024;27/11/2024;29/11/2024;Boutique Fabrique de Rêves;"0648624826";25, Rue de l'Église;69007;Lyon 7eme;29/11/2024
422;Boutin;"0641072522";boutin@orange.fr;13, Rue des Hirondelles;69004;Lyon 4eme;21/11/2024;28/11/2024;29/11/2024;;"";;;;
423;Chanteux;"0653511894";chanteux@sfr.fr;10, Rue Sainte-Anne;69300;Caluire-et-Cuire;21/11/2024;28/11/2024;29/11/2024;Chanteux;"0653511894";10, Rue Sainte-Anne;69300;Caluire-et-Cuire;29/11/2024
424;Boutique Parfum Secret;"0662111918";parfum_secret@orange.fr;31, Boulevard du Maréchal Koenig;69340;Francheville;21/11/2024;28/11/2024;29/11/2024;Boutique Parfum Secret;"0662111918";31, Boulevard du Maréchal Koenig;69340;Francheville;29/11/2024
425;Gilbert;"0723974406";gilbert@sfr.fr;34, Rue du Commerce;69500;Bron;25/11/2024;28/11/2024;29/11/2024;;"";;;;
426;Renault;"0785024707";renault@protonmail.com;34, Avenue de Dijon;69580;Sathonay-Village;25/11/2024;28/11/2024;29/11/2024;Sanchez;"0795748511";36, Boulevard des Résistants;69290;Craponne;29/11/2024
427;Renault;"0785024707";renault@protonmail.com;34, Avenue de Dijon;69580;Sathonay-Village;26/11/2024;26/11/2024;28/11/2024;Delarue;"0651458072";3, Rue des Métiers;69320;Feyzin;29/11/2024
428;David;"0677688417";david@hotmail.com;1, Rue des Bois;69110;Sainte-Foy-lès-Lyon;26/11/2024;28/11/2024;29/11/2024;David;"0677688417";1, Rue des Bois;69110;Sainte-Foy-lès-Lyon;29/11/2024
429;Restaurant Taverne du Palais;"0741911123";taverne_du_palais@sfr.fr;49, Rue du Général de Gaulle;69320;Feyzin;02/06/2025;05/06/2025;19/06/2025;;"";;;;
430;Mathieu;"0729520448";mathieu@icloud.com;32, Avenue de Lowendal;69680;Chassieu;02/06/2025;06/06/2025;20/06/2025;Lemoine;"0715303722";17, Boulevard des Allobroges;69960;Corbas;20/06/2025
431;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;48, Rue de la Chapelle;69002;Lyon 2eme;02/06/2025;17/06/2025;01/07/2025;Boutique Instant Précieux;"0613845064";48, Rue de la Chapelle;69002;Lyon 2eme;04/07/2025
432;Boutique Coin Précieux;"0785431549";coin_précieux@yahoo.com;4, Avenue de Friedland;69003;Lyon 3eme;03/06/2025;03/06/2025;18/06/2025;Boutique Coin Précieux;"0785431549";4, Avenue de Friedland;69003;Lyon 3eme;19/06/2025
433;Benedetti;"0781632325";benedetti@sfr.fr;14, Boulevard des Résistants;69280;Marcy-l'Étoile;03/06/2025;12/06/2025;16/06/2025;Debord;"0724559153";36, Rue de la Fraternité;69380;Lissieu;16/06/2025
434;Boutique Coin Précieux;"0785431549";coin_précieux@yahoo.com;4, Avenue de Friedland;69003;Lyon 3eme;04/06/2025;13/06/2025;18/06/2025;;"";;;;
435;Gautier;"0687778853";gautier@icloud.com;3, Rue de l'Égalité;69230;Saint-Genis-Laval;05/06/2025;10/06/2025;16/06/2025;;"";;;;
436;Guitton;"0788433940";guitton@laposte.net;50, Boulevard des Gaulois;69330;Meyzieu;06/06/2025;13/06/2025;16/06/2025;Guitton;"0788433940";50, Boulevard des Gaulois;69330;Meyzieu;19/06/2025
437;Rey;"0742332157";rey@laposte.net;5, Boulevard de la Gare;69260;Charbonnières-les-Bains;06/06/2025;17/06/2025;25/06/2025;Rey;"0742332157";5, Boulevard de la Gare;69260;Charbonnières-les-Bains;30/06/2025
438;Montel;"0624769746";montel@free.fr;46, Rue du Stade;69700;Givors;10/06/2025;10/06/2025;16/06/2025;Mallet;"0764950337";49, Avenue de la Motte-Picquet;69200;Vénissieux;17/06/2025
439;Montel;"0624769746";montel@free.fr;46, Rue du Stade;69700;Givors;10/06/2025;10/06/2025;23/06/2025;Montel;"0624769746";46, Rue du Stade;69700;Givors;24/06/2025
440;Restaurant Festin Royal;"0677778735";festin_royal@laposte.net;7, Rue de la Justice;69004;Lyon 4eme;10/06/2025;23/06/2025;01/07/2025;;"";;;;
441;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@free.fr;30, Boulevard des Corses;69006;Lyon 6eme;11/06/2025;24/06/2025;27/06/2025;Boutique Éclat et Élégance;"0735456380";30, Boulevard des Corses;69006;Lyon 6eme;27/06/2025
442;Boutique Comptoir de Mode;"0660162941";comptoir_de_mode@orange.fr;6, Rue du Château;69890;La Tour-de-Salvagny;11/06/2025;25/06/2025;04/07/2025;Boutique Comptoir de Mode;"0660162941";6, Rue du Château;69890;La Tour-de-Salvagny;08/07/2025
443;François;"0658732580";françois@protonmail.com;11, Rue des Coquelicots;69330;Meyzieu;12/06/2025;13/06/2025;27/06/2025;Roux;"0650504324";11, Avenue de Paris;69730;Genay;27/06/2025
444;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;12/06/2025;17/06/2025;26/06/2025;;"";;;;
445;Boutique Perle Rare;"0668612082";perle_rare@orange.fr;11, Rue des Canards;69002;Lyon 2eme;13/06/2025;26/06/2025;02/07/2025;Boutique Perle Rare;"0668612082";11, Rue des Canards;69002;Lyon 2eme;04/07/2025
446;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;16/06/2025;26/06/2025;03/07/2025;;"";;;;
447;Boutique Coin Précieux;"0785431549";coin_précieux@yahoo.com;4, Avenue de Friedland;69003;Lyon 3eme;17/06/2025;20/06/2025;30/06/2025;Boutique Coin Précieux;"0785431549";4, Avenue de Friedland;69003;Lyon 3eme;02/07/2025
448;Rousseau;"0662474575";rousseau@sfr.fr;2, Rue Saint-Louis;69370;Saint-Didier-au-Mont-d'Or;17/06/2025;27/06/2025;02/07/2025;Rousseau;"0662474575";2, Rue Saint-Louis;69370;Saint-Didier-au-Mont-d'Or;07/07/2025
449;Martin;"0635242367";martin@outlook.com;49, Rue du Marché;69570;Dardilly;18/06/2025;18/06/2025;23/06/2025;Robert;"0774537467";21, Rue des Bois;69730;Genay;25/06/2025
450;David;"0677688417";david@hotmail.com;1, Rue des Bois;69110;Sainte-Foy-lès-Lyon;18/06/2025;30/06/2025;04/07/2025;David;"0677688417";1, Rue des Bois;69110;Sainte-Foy-lès-Lyon;09/07/2025
451;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;20/06/2025;04/07/2025;10/07/2025;Boutique Fabrique de Rêves;"0648624826";25, Rue de l'Église;69007;Lyon 7eme;10/07/2025
452;Rousseau;"0662474575";rousseau@sfr.fr;2, Rue Saint-Louis;69370;Saint-Didier-au-Mont-d'Or;24/06/2025;24/06/2025;01/07/2025;Guichard;"0773471827";17, Boulevard Gambetta;69500;Bron;02/07/2025
453;Moulin;"0676624893";moulin@orange.fr;32, Rue Saint-Lazare;69007;Lyon 7eme;24/06/2025;25/06/2025;03/07/2025;Moulin;"0676624893";32, Rue Saint-Lazare;69007;Lyon 7eme;08/07/2025
454;Fournier;"0732561177";fournier@orange.fr;34, Avenue de Wagram;69360;Solaize;24/06/2025;01/07/2025;09/07/2025;Masson;"0641892925";50, Avenue de Nantes;69270;Fontaines-sur-Saône;15/07/2025
455;Courtois;"0794777965";courtois@free.fr;48, Avenue de Clermont;69570;Dardilly;24/06/2025;01/07/2025;16/07/2025;;"";;;;
456;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;24/06/2025;02/07/2025;07/07/2025;;"";;;;
457;Marty;"0637773108";marty@laposte.net;24, Rue des Cigognes;69320;Feyzin;24/06/2025;08/07/2025;10/07/2025;David;"0677688417";1, Rue des Bois;69110;Sainte-Foy-lès-Lyon;15/07/2025
458;Bernard;"0798767626";bernard@protonmail.com;49, Rue des Pâquerettes;69330;Meyzieu;25/06/2025;25/06/2025;03/07/2025;Chanteux;"0653511894";10, Rue Sainte-Anne;69300;Caluire-et-Cuire;03/07/2025
459;Rey;"0742332157";rey@laposte.net;5, Boulevard de la Gare;69260;Charbonnières-les-Bains;25/06/2025;09/07/2025;22/07/2025;Bertin;"0773998194";31, Avenue de la Motte-Picquet;69270;Fontaines-sur-Saône;24/07/2025
460;Restaurant Taverne du Palais;"0741911123";taverne_du_palais@sfr.fr;49, Rue du Général de Gaulle;69320;Feyzin;27/06/2025;02/07/2025;16/07/2025;;"";;;;
461;Deleuze;"0637130330";deleuze@outlook.com;12, Rue Saint-Georges;69360;Solaize;30/06/2025;01/07/2025;03/07/2025;Deleuze;"0637130330";12, Rue Saint-Georges;69360;Solaize;07/07/2025
462;Boutique Esprit Bohème;"0719312161";esprit_bohème@icloud.com;8, Rue des Instituteurs;69650;Saint-Germain-au-Mont-d'Or;30/06/2025;03/07/2025;04/07/2025;;"";;;;
463;Brun;"0612871619";brun@free.fr;50, Rue du Puits;69350;La Mulatière;30/06/2025;10/07/2025;17/07/2025;Brun;"0612871619";50, Rue du Puits;69350;La Mulatière;22/07/2025
464;Boutique Esprit Bohème;"0719312161";esprit_bohème@icloud.com;8, Rue des Instituteurs;69650;Saint-Germain-au-Mont-d'Or;01/07/2025;01/07/2025;09/07/2025;Boutique Esprit Bohème;"0719312161";8, Rue des Instituteurs;69650;Saint-Germain-au-Mont-d'Or;15/07/2025
465;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;01/07/2025;02/07/2025;07/07/2025;;"";;;;
466;Boutique Atelier de Luxe;"0665727410";atelier_de_luxe@free.fr;20, Rue Sainte-Thérèse;69300;Caluire-et-Cuire;01/07/2025;04/07/2025;07/07/2025;;"";;;;
467;Petit;"0688609527";petit@hotmail.com;12, Boulevard de la Gare;69680;Chassieu;01/07/2025;15/07/2025;16/07/2025;Montel;"0624769746";46, Rue du Stade;69700;Givors;16/07/2025
468;Guerin;"0756352637";guerin@icloud.com;15, Rue de la Solidarité;69001;Lyon 1er;03/07/2025;17/07/2025;23/07/2025;Guerin;"0756352637";15, Rue de la Solidarité;69001;Lyon 1er;28/07/2025
469;Rochet;"0669381286";rochet@laposte.net;1, Rue Saint-Sauveur;69003;Lyon 3eme;03/07/2025;18/07/2025;25/07/2025;Durand;"0796145775";40, Rue des Chênes;69580;Sathonay-Village;30/07/2025
470;Boutique Instant Précieux;"0613845064";instant_précieux@free.fr;48, Rue de la Chapelle;69002;Lyon 2eme;04/07/2025;04/07/2025;18/07/2025;Boutique Instant Précieux;"0613845064";48, Rue de la Chapelle;69002;Lyon 2eme;21/07/2025
471;Simon;"0785242019";simon@gmail.com;6, Rue Saint-Ouen;69260;Charbonnières-les-Bains;04/07/2025;16/07/2025;29/07/2025;Simon;"0785242019";6, Rue Saint-Ouen;69260;Charbonnières-les-Bains;29/07/2025
472;Gilbert;"0723974406";gilbert@sfr.fr;34, Rue du Commerce;69500;Bron;07/07/2025;11/07/2025;18/07/2025;Guilbert;"0619409883";39, Rue des Bois;69008;Lyon 8eme;21/07/2025
473;Jacquet;"0796799393";jacquet@laposte.net;42, Boulevard des Espagnols;69290;Craponne;08/07/2025;08/07/2025;10/07/2025;;"";;;;
474;Debord;"0724559153";debord@orange.fr;36, Rue de la Fraternité;69380;Lissieu;08/07/2025;15/07/2025;21/07/2025;Thomas;"0771670823";24, Rue Sainte-Thérèse;69370;Saint-Didier-au-Mont-d'Or;24/07/2025
475;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;08/07/2025;22/07/2025;30/07/2025;Boutique Magasin Secret;"0755521343";28, Rue du Marché;69570;Dardilly;31/07/2025
476;Boulanger;"0722016906";boulanger@free.fr;46, Rue des Écoles;69700;Givors;09/07/2025;18/07/2025;22/07/2025;Boulanger;"0722016906";46, Rue des Écoles;69700;Givors;23/07/2025
477;Aubry;"0755210517";aubry@orange.fr;7, Rue de la Justice;69310;Oullins-Pierre-Bénite;09/07/2025;18/07/2025;29/07/2025;;"";;;;
478;Brun;"0612871619";brun@free.fr;50, Rue du Puits;69350;La Mulatière;09/07/2025;22/07/2025;23/07/2025;Rey;"0742332157";5, Boulevard de la Gare;69260;Charbonnières-les-Bains;28/07/2025
479;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;09/07/2025;22/07/2025;31/07/2025;Boutique Fabrique de Rêves;"0648624826";25, Rue de l'Église;69007;Lyon 7eme;31/07/2025
480;Boutique Parfum Secret;"0662111918";parfum_secret@orange.fr;31, Boulevard du Maréchal Koenig;69340;Francheville;11/07/2025;15/07/2025;24/07/2025;Boutique Parfum Secret;"0662111918";31, Boulevard du Maréchal Koenig;69340;Francheville;29/07/2025
481;Delarue;"0651458072";delarue@protonmail.com;3, Rue des Métiers;69320;Feyzin;15/07/2025;17/07/2025;31/07/2025;Brun;"0612871619";50, Rue du Puits;69350;La Mulatière;31/07/2025
482;Blanc;"0692609392";blanc@protonmail.com;38, Avenue de Nice;69500;Bron;15/07/2025;24/07/2025;31/07/2025;Langlois;"0745199639";30, Rue du Château;69280;Marcy-l'Étoile;31/07/2025
483;Restaurant Esprit du Sud;"0620605888";esprit_du_sud@sfr.fr;15, Avenue de Bordeaux;69570;Dardilly;16/07/2025;18/07/2025;25/07/2025;;"";;;;
484;Boutique Bazar et Création;"0759759346";bazar_et_création@laposte.net;7, Rue du Pont;69760;Limonest;16/07/2025;22/07/2025;23/07/2025;Boutique Bazar et Création;"0759759346";7, Rue du Pont;69760;Limonest;25/07/2025
485;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;16/07/2025;24/07/2025;29/07/2025;Boutique Fabrique de Rêves;"0648624826";25, Rue de l'Église;69007;Lyon 7eme;29/07/2025
486;Serrano;"0746767520";serrano@bbox.fr;42, Boulevard de Verdun;69150;Décines-Charpieu;16/07/2025;28/07/2025;31/07/2025;Serrano;"0746767520";42, Boulevard de Verdun;69150;Décines-Charpieu;31/07/2025
487;Deleuze;"0637130330";deleuze@outlook.com;12, Rue Saint-Georges;69360;Solaize;17/07/2025;17/07/2025;24/07/2025;Deleuze;"0637130330";12, Rue Saint-Georges;69360;Solaize;24/07/2025
488;Baron;"0626079280";baron@icloud.com;28, Rue du Quai;69004;Lyon 4eme;17/07/2025;29/07/2025;31/07/2025;Baron;"0626079280";28, Rue du Quai;69004;Lyon 4eme;31/07/2025
489;Dubois;"0692607439";dubois@bbox.fr;2, Rue des Résistants;69500;Bron;18/07/2025;24/07/2025;25/07/2025;Gilbert;"0723974406";34, Rue du Commerce;69500;Bron;28/07/2025
490;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;21/07/2025;24/07/2025;31/07/2025;;"";;;;
491;Boutique Fabrique de Rêves;"0648624826";fabrique_de_rêves@icloud.com;25, Rue de l'Église;69007;Lyon 7eme;21/07/2025;30/07/2025;31/07/2025;;"";;;;
492;Boutique Magasin Secret;"0755521343";magasin_secret@gmail.com;28, Rue du Marché;69570;Dardilly;22/07/2025;22/07/2025;30/07/2025;Boutique Magasin Secret;"0755521343";28, Rue du Marché;69570;Dardilly;31/07/2025
493;Castel;"0654645684";castel@yahoo.com;12, Rue du Commerce;69003;Lyon 3eme;23/07/2025;30/07/2025;31/07/2025;Castel;"0654645684";12, Rue du Commerce;69003;Lyon 3eme;31/07/2025
494;Boutique Parfum Secret;"0662111918";parfum_secret@orange.fr;31, Boulevard du Maréchal Koenig;69340;Francheville;25/07/2025;30/07/2025;31/07/2025;Boutique Parfum Secret;"0662111918";31, Boulevard du Maréchal Koenig;69340;Francheville;31/07/2025
495;Mottet;"0672745223";mottet@protonmail.com;20, Rue de la Solidarité;69160;Tassin-la-Demi-Lune;28/07/2025;30/07/2025;31/07/2025;;"";;;;
496;Barbot;"0693879448";barbot@gmail.com;43, Avenue de Lowendal;69009;Lyon 9eme;28/07/2025;30/07/2025;31/07/2025;Barbot;"0693879448";43, Avenue de Lowendal;69009;Lyon 9eme;31/07/2025
497;Hernandez;"0630992042";hernandez@outlook.com;15, Boulevard des Allobroges;69650;Saint-Germain-au-Mont-d'Or;28/07/2025;30/07/2025;31/07/2025;Roux;"0650504324";11, Avenue de Paris;69730;Genay;31/07/2025
498;Boutique Éclat et Élégance;"0735456380";éclat_et_élégance@free.fr;30, Boulevard des Corses;69006;Lyon 6eme;29/07/2025;30/07/2025;31/07/2025;;"";;;;
499;Boutique Parfum Secret;"0662111918";parfum_secret@orange.fr;31, Boulevard du Maréchal Koenig;69340;Francheville;29/07/2025;30/07/2025;31/07/2025;Boutique Parfum Secret;"0662111918";31, Boulevard du Maréchal Koenig;69340;Francheville;31/07/2025
500;Deschamps;"0696182788";deschamps@icloud.com;35, Rue de la Solidarité;69450;Saint-Cyr-au-Mont-d'Or;29/07/2025;30/07/2025;31/07/2025;Deschamps;"0696182788";35, Rue de la Solidarité;69450;Saint-Cyr-au-Mont-d'Or;31/07/2025
